Date,Open,High,Low,Close,Adj Close,Volume
2008-09-02,59.000000,59.000000,50.000000,50.000000,47.079071,0
2008-09-03,59.000000,59.000000,50.000000,50.000000,47.079071,0
2008-09-04,59.000000,59.000000,50.000000,50.000000,47.079071,0
2008-09-05,54.000000,54.000000,50.000000,50.000000,47.079071,0
2008-09-08,59.000000,59.000000,50.000000,50.000000,47.079071,0
2008-09-09,59.000000,59.000000,50.000000,50.000000,47.079071,0
2008-09-10,50.000000,50.000000,50.000000,50.000000,47.079071,0
2008-09-11,55.000000,55.000000,50.000000,50.000000,47.079071,0
2008-09-12,55.000000,55.000000,50.000000,50.000000,47.079071,0
2008-09-15,49.000000,49.000000,49.000000,49.000000,46.137497,0
2008-09-17,49.000000,49.000000,49.000000,49.000000,46.137497,5000
2008-09-18,50.000000,50.000000,48.500000,48.500000,45.666710,0
2008-09-19,48.500000,48.500000,48.500000,48.500000,45.666710,10000
2008-09-22,48.500000,48.500000,48.500000,48.500000,45.666710,5000
2008-09-23,49.000000,49.000000,48.000000,48.000000,45.195919,0
2008-09-24,48.000000,48.000000,48.000000,48.000000,45.195919,700
2008-09-25,49.000000,49.000000,48.000000,48.000000,45.195919,0
2008-09-26,49.000000,49.000000,48.000000,48.000000,45.195919,0
2008-09-29,47.000000,47.000000,47.000000,47.000000,44.254337,0
2008-09-30,47.000000,47.000000,47.000000,47.000000,44.254337,0
2008-10-01,48.000000,48.000000,47.000000,47.000000,44.254337,0
2008-10-02,48.000000,48.000000,47.000000,47.000000,44.254337,0
2008-10-03,48.000000,48.000000,47.000000,47.000000,44.254337,0
2008-10-06,47.000000,47.000000,47.000000,47.000000,44.254337,500
2008-10-07,47.500000,47.500000,40.000000,40.000000,37.663265,0
2008-10-08,40.000000,45.000000,40.000000,40.000000,37.663265,0
2008-10-09,40.000000,40.000000,40.000000,40.000000,37.663265,200
2008-10-10,42.990002,42.990002,42.990002,42.990002,40.478596,0
2008-10-13,null,null,null,null,null,null
2008-10-14,null,null,null,null,null,null
2008-10-15,null,null,null,null,null,null
2008-10-16,47.500000,47.500000,47.500000,47.500000,44.725124,0
2008-10-17,47.500000,47.500000,47.500000,47.500000,44.895252,0
2008-10-20,47.500000,47.500000,47.500000,47.500000,44.895252,0
2008-10-21,47.500000,47.500000,47.500000,47.500000,44.895252,0
2008-10-22,47.500000,47.500000,47.500000,47.500000,44.895252,0
2008-10-23,47.500000,47.500000,37.000000,37.000000,34.971046,0
2008-10-24,47.500000,47.500000,34.099998,34.099998,32.230072,0
2008-10-27,40.000000,40.000000,40.000000,40.000000,37.806530,0
2008-10-28,40.000000,40.000000,40.000000,40.000000,37.806530,500
2008-10-29,47.500000,47.500000,40.000000,40.000000,37.806530,0
2008-10-30,47.500000,47.500000,40.000000,40.000000,37.806530,0
2008-10-31,47.500000,47.500000,40.000000,40.000000,37.806530,0
2008-11-03,47.500000,47.500000,45.000000,45.000000,42.532337,0
2008-11-04,40.000000,40.000000,40.000000,40.000000,37.806530,15
2008-11-05,47.500000,47.500000,45.000000,45.000000,42.532337,0
2008-11-06,40.000000,40.000000,40.000000,40.000000,37.806530,23
2008-11-07,59.000000,59.000000,45.000000,45.000000,42.532337,0
2008-11-10,59.000000,59.000000,40.000000,40.000000,37.806530,0
2008-11-11,59.000000,59.000000,40.000000,40.000000,37.806530,0
2008-11-12,59.000000,59.000000,41.500000,41.500000,39.224274,0
2008-11-13,59.000000,59.000000,41.500000,41.500000,39.224274,0
2008-11-14,59.000000,59.000000,41.500000,41.500000,39.224274,0
2008-11-18,59.000000,59.000000,41.500000,41.500000,39.224274,0
2008-11-19,59.000000,59.000000,41.500000,41.500000,39.224274,0
2008-11-20,59.000000,59.000000,41.500000,41.500000,39.224274,0
2008-11-21,59.000000,59.000000,41.500000,41.500000,39.224274,0
2008-11-24,59.000000,59.000000,40.000000,40.000000,37.806530,0
2008-11-25,40.000000,40.000000,40.000000,40.000000,37.806530,13800
2008-11-26,59.000000,59.000000,40.000000,40.000000,37.806530,0
2008-11-27,59.000000,59.000000,39.000000,39.000000,36.861374,0
2008-11-28,59.000000,59.000000,39.000000,39.000000,36.861374,0
2008-12-01,59.000000,59.000000,39.000000,39.000000,36.861374,0
2008-12-02,59.000000,59.000000,39.000000,39.000000,36.861374,0
2008-12-03,59.000000,59.000000,39.000000,39.000000,36.861374,0
2008-12-04,59.000000,59.000000,40.000000,40.000000,37.806530,0
2008-12-05,59.000000,59.000000,40.000000,40.000000,37.806530,0
2008-12-08,59.000000,59.000000,39.000000,39.000000,36.861374,0
2008-12-09,59.000000,59.000000,39.000000,39.000000,36.861374,0
2008-12-10,39.000000,39.000000,39.000000,39.000000,36.861374,0
2008-12-11,56.000000,56.000000,39.000000,39.000000,36.861374,0
2008-12-15,56.000000,56.000000,39.000000,39.000000,36.861374,0
2008-12-16,39.000000,39.000000,39.000000,39.000000,36.861374,4000
2008-12-17,39.000000,39.000000,39.000000,39.000000,36.861374,0
2008-12-18,39.000000,39.000000,39.000000,39.000000,36.861374,0
2008-12-19,39.000000,39.000000,39.000000,39.000000,36.861374,0
2008-12-22,39.000000,39.000000,39.000000,39.000000,36.861374,0
2008-12-23,39.000000,39.000000,29.500000,29.500000,27.882318,0
2008-12-24,39.000000,39.000000,29.500000,29.500000,27.882318,0
2008-12-26,39.000000,39.000000,29.500000,29.500000,27.882318,0
2008-12-29,39.000000,39.000000,29.500000,29.500000,27.882318,0
2008-12-30,39.000000,39.000000,29.500000,29.500000,27.882318,0
2008-12-31,39.000000,39.000000,29.500000,29.500000,27.882318,0
2009-01-02,39.000000,39.000000,29.500000,29.500000,27.882318,0
2009-01-05,39.000000,39.000000,39.000000,39.000000,36.861374,0
2009-01-06,39.000000,39.000000,39.000000,39.000000,36.861374,3500
2009-01-07,60.000000,60.000000,39.000000,39.000000,36.861374,0
2009-01-08,60.000000,60.000000,39.000000,39.000000,36.861374,0
2009-01-09,60.000000,60.000000,39.000000,39.000000,36.861374,0
2009-01-12,60.000000,60.000000,39.000000,39.000000,36.861374,0
2009-01-13,60.000000,60.000000,39.000000,39.000000,36.861374,0
2009-01-14,60.000000,60.000000,39.000000,39.000000,36.861374,0
2009-01-15,39.000000,39.000000,39.000000,39.000000,36.861374,23000
2009-01-16,60.000000,60.000000,39.000000,39.000000,36.861374,0
2009-01-19,60.000000,60.000000,39.000000,39.000000,36.861374,0
2009-01-20,60.000000,60.000000,39.000000,39.000000,36.861374,0
2009-01-21,60.000000,60.000000,39.000000,39.000000,36.861374,0
2009-01-22,60.000000,60.000000,39.000000,39.000000,36.861374,0
2009-01-23,39.000000,39.000000,39.000000,39.000000,36.861374,100
2009-01-26,39.000000,39.000000,39.000000,39.000000,36.861374,500
2009-01-27,60.000000,60.000000,39.000000,39.000000,36.861374,0
2009-01-28,60.000000,60.000000,39.000000,39.000000,36.861374,0
2009-01-29,60.000000,60.000000,39.000000,39.000000,36.861374,0
2009-01-30,60.000000,60.000000,39.000000,39.000000,36.861374,0
2009-02-02,null,null,null,null,null,null
2009-02-03,60.000000,60.000000,39.000000,39.000000,36.861374,0
2009-02-04,39.000000,39.000000,39.000000,39.000000,36.861374,3100
2009-02-05,39.000000,39.000000,39.000000,39.000000,36.861374,5000
2009-02-06,39.000000,39.000000,39.000000,39.000000,36.861374,0
2009-02-09,39.000000,39.000000,39.000000,39.000000,36.861374,0
2009-02-10,39.000000,39.000000,39.000000,39.000000,36.861374,37500
2009-02-11,62.000000,62.000000,39.000000,39.000000,36.861374,0
2009-02-12,62.000000,62.000000,39.000000,39.000000,36.861374,0
2009-02-13,62.000000,62.000000,39.000000,39.000000,36.861374,0
2009-02-16,62.000000,62.000000,39.000000,39.000000,36.861374,0
2009-02-17,62.000000,62.000000,39.000000,39.000000,36.861374,0
2009-02-18,62.000000,62.000000,39.000000,39.000000,36.861374,0
2009-02-19,62.000000,62.000000,39.000000,39.000000,36.861374,0
2009-02-20,62.000000,62.000000,39.000000,39.000000,36.861374,0
2009-02-23,39.000000,39.000000,39.000000,39.000000,36.861374,0
2009-02-24,39.000000,39.000000,39.000000,39.000000,36.861374,0
2009-02-25,39.000000,39.000000,39.000000,39.000000,36.861374,200
2009-02-26,39.000000,39.000000,39.000000,39.000000,36.861374,0
2009-02-27,39.000000,39.000000,39.000000,39.000000,36.861374,0
2009-03-02,39.000000,39.000000,39.000000,39.000000,36.861374,0
2009-03-03,39.000000,39.000000,39.000000,39.000000,36.861374,0
2009-03-04,35.000000,35.000000,35.000000,35.000000,33.080711,200
2009-03-05,34.000000,39.000000,34.000000,34.000000,32.135540,0
2009-03-06,34.000000,39.000000,34.000000,34.000000,32.135540,0
2009-03-09,34.000000,62.000000,34.000000,34.000000,32.135540,0
2009-03-10,34.000000,62.000000,34.000000,34.000000,32.135540,0
2009-03-11,34.000000,62.000000,34.000000,34.000000,32.135540,0
2009-03-12,34.000000,62.000000,34.000000,34.000000,32.135540,0
2009-03-13,35.000000,35.000000,35.000000,35.000000,33.080711,28
2009-03-17,34.000000,34.000000,34.000000,34.000000,32.135540,0
2009-03-18,34.000000,34.000000,34.000000,34.000000,32.135540,0
2009-03-19,34.000000,34.000000,34.000000,34.000000,32.135540,0
2009-03-20,34.000000,34.000000,34.000000,34.000000,32.135540,0
2009-03-23,34.000000,34.000000,34.000000,34.000000,32.135540,0
2009-03-24,34.000000,34.000000,34.000000,34.000000,32.135540,3000000
2009-03-25,34.000000,34.000000,34.000000,34.000000,32.135540,0
2009-03-26,34.000000,34.000000,34.000000,34.000000,32.135540,0
2009-03-27,34.000000,34.000000,34.000000,34.000000,32.135540,0
2009-03-30,33.000000,33.000000,33.000000,33.000000,31.190388,0
2009-03-31,33.000000,33.000000,33.000000,33.000000,31.190388,0
2009-04-01,33.000000,33.000000,33.000000,33.000000,31.190388,0
2009-04-02,33.000000,33.000000,33.000000,33.000000,31.190388,0
2009-04-03,33.000000,33.000000,33.000000,33.000000,31.190388,0
2009-04-06,34.000000,34.000000,34.000000,34.000000,32.135540,0
2009-04-07,34.000000,34.000000,34.000000,34.000000,32.135540,0
2009-04-08,34.000000,34.000000,34.000000,34.000000,32.135540,0
2009-04-13,35.000000,35.000000,35.000000,35.000000,33.080711,0
2009-04-14,36.500000,36.500000,36.500000,36.500000,34.498455,5689400
2009-04-15,36.500000,58.000000,36.500000,36.500000,34.498455,0
2009-04-16,37.000000,58.000000,37.000000,37.000000,34.971046,0
2009-04-17,37.000000,37.000000,37.000000,37.000000,34.971046,3000
2009-04-20,36.500000,36.500000,36.500000,36.500000,34.498455,1600
2009-04-21,36.599998,36.599998,36.599998,36.599998,34.592979,2000
2009-04-22,35.000000,35.000000,35.000000,35.000000,33.080711,0
2009-04-23,36.500000,36.500000,36.500000,36.500000,34.498455,0
2009-04-24,36.500000,36.500000,36.500000,36.500000,34.498455,0
2009-04-27,36.700001,36.700001,36.700001,36.700001,34.687485,0
2009-04-28,40.000000,40.000000,40.000000,40.000000,37.806530,500
2009-04-29,40.799999,40.799999,40.799999,40.799999,38.562664,0
2009-04-30,40.799999,40.799999,40.799999,40.799999,38.562664,0
2009-05-04,36.500000,36.500000,36.400002,36.500000,34.498455,68600
2009-05-05,36.009998,37.000000,36.009998,36.009998,34.035339,0
2009-05-06,38.500000,38.500000,38.000000,38.500000,36.388779,1727700
2009-05-07,40.200001,40.200001,40.200001,40.200001,37.995560,10000
2009-05-08,40.000000,40.000000,40.000000,40.000000,37.806530,3000
2009-05-11,39.000000,41.000000,39.000000,39.000000,36.861374,0
2009-05-12,38.000000,38.099998,38.000000,38.099998,36.252399,2500
2009-05-13,38.099998,38.099998,38.099998,38.099998,36.252399,0
2009-05-14,37.500000,38.099998,37.500000,37.500000,35.681499,0
2009-05-15,38.000000,40.000000,38.000000,38.000000,36.157249,0
2009-05-18,38.200001,41.000000,38.200001,38.200001,36.347549,0
2009-05-19,38.099998,38.099998,38.099998,38.099998,36.252399,500
2009-05-20,39.930000,39.930000,39.930000,39.930000,37.993652,200
2009-05-21,41.000000,41.000000,40.000000,41.000000,39.011768,11700100
2009-05-22,42.419998,42.419998,42.419998,42.419998,40.362907,100
2009-05-25,41.000000,45.000000,41.000000,41.000000,39.011768,0
2009-05-26,43.230000,43.230000,43.220001,43.230000,41.133633,2000
2009-05-27,41.000000,43.500000,41.000000,41.000000,39.011768,0
2009-05-28,43.500000,43.500000,43.500000,43.500000,41.390537,100
2009-05-29,43.500000,43.500000,43.500000,43.500000,41.390537,1000
2009-06-01,41.000000,43.700001,41.000000,41.000000,39.011768,0
2009-06-02,41.000000,43.700001,41.000000,41.000000,39.011768,0
2009-06-03,41.000000,43.700001,41.000000,41.000000,39.011768,0
2009-06-04,41.000000,43.700001,41.000000,41.000000,39.011768,0
2009-06-05,43.700001,43.700001,43.700001,43.700001,41.580841,1100
2009-06-08,41.000000,52.000000,41.000000,41.000000,39.011768,0
2009-06-09,41.000000,43.700001,41.000000,41.000000,39.011768,0
2009-06-10,41.000000,43.700001,41.000000,41.000000,39.011768,0
2009-06-11,41.000000,43.700001,41.000000,41.000000,39.011768,0
2009-06-12,41.500000,50.000000,41.500000,41.500000,39.487526,0
2009-06-15,41.000000,50.000000,41.000000,41.000000,39.011768,0
